"time (m)","v","V/min","wh"
  5.77,45.01,0.349,  12.5
  5.85,45.00,0.129,  12.7
  5.89,44.99,0.253,  12.8
  5.93,44.98,0.251,  12.9
  5.97,44.97,0.253,  12.9
  6.01,44.96,0.256,  13.0
  6.06,44.95,0.202,  13.1
  6.11,44.94,0.210,  13.2
  6.18,44.93,0.145,  13.4
  6.22,44.92,0.211,  13.5
  6.28,44.91,0.171,  13.6
  6.31,44.90,0.348,  13.7
  6.37,44.89,0.170,  13.8
  6.43,44.88,0.166,  13.9
  6.46,44.87,0.336,  14.0
  6.51,44.86,0.201,  14.1
  6.56,44.85,0.206,  14.2
  6.63,44.84,0.143,  14.3
  6.65,44.83,0.526,  14.4
  6.69,44.82,0.254,  14.4
  6.75,44.81,0.145,  14.6
  6.81,44.80,0.170,  14.7
  6.86,44.79,0.240,  14.8
  6.89,44.78,0.253,  14.9
  6.97,44.77,0.128,  15.0
  7.00,44.76,0.350,  15.1
  7.09,44.75,0.116,  15.3
  7.13,44.74,0.247,  15.4
  7.18,44.73,0.199,  15.5
  7.20,44.72,0.501,  15.5
  7.28,44.71,0.128,  15.7
  7.32,44.70,0.206,  15.8
  7.37,44.69,0.201,  15.9
  7.43,44.68,0.166,  16.0
  7.52,44.67,0.124,  16.2
  7.57,44.66,0.168,  16.3
  7.62,44.65,0.206,  16.4
  7.69,44.64,0.146,  16.5
  7.72,44.63,0.336,  16.6
  7.80,44.62,0.125,  16.7
  7.82,44.61,0.552,  16.8
  7.87,44.60,0.203,  16.9
  7.94,44.59,0.131,  17.0
  7.99,44.58,0.209,  17.1
  8.07,44.57,0.127,  17.3
  8.11,44.56,0.253,  17.4
  8.19,44.55,0.125,  17.5
  8.23,44.54,0.249,  17.6
  8.28,44.53,0.201,  17.7
  8.35,44.52,0.147,  17.9
  8.37,44.51,0.498,  17.9
  8.47,44.50,0.101,  18.1
  8.53,44.49,0.165,  18.2
  8.58,44.48,0.205,  18.3
  8.64,44.47,0.172,  18.5
  8.71,44.46,0.128,  18.6
  8.77,44.45,0.168,  18.7
  8.81,44.44,0.253,  18.8
  8.89,44.43,0.126,  19.0
  8.94,44.42,0.204,  19.1
  9.02,44.41,0.128,  19.2
  9.08,44.40,0.164,  19.4
  9.15,44.39,0.142,  19.5
  9.21,44.38,0.165,  19.6
  9.29,44.37,0.132,  19.8
  9.34,44.36,0.175,  19.9
  9.39,44.35,0.201,  20.0
  9.48,44.34,0.115,  20.2
  9.53,44.33,0.200,  20.3
  9.61,44.32,0.128,  20.4
  9.66,44.31,0.201,  20.5
  9.74,44.30,0.128,  20.7
  9.79,44.29,0.171,  20.8
  9.88,44.28,0.124,  21.0
  9.92,44.27,0.204,  21.1
  9.99,44.26,0.145,  21.2
 10.08,44.25,0.112,  21.4
 10.13,44.24,0.198,  21.5
 10.21,44.23,0.132,  21.7
 10.28,44.22,0.145,  21.8
 10.39,44.21,0.093,  22.0
 10.41,44.20,0.343,  22.1
 10.46,44.19,0.200,  22.2
 10.56,44.18,0.100,  22.4
 10.61,44.17,0.209,  22.5
 10.71,44.16,0.102,  22.7
 10.73,44.15,0.521,  22.7
 10.84,44.14,0.092,  22.9
 10.89,44.13,0.202,  23.0
 11.00,44.12,0.092,  23.3
 11.06,44.11,0.167,  23.4
 11.15,44.10,0.112,  23.6
 11.23,44.09,0.114,  23.7
 11.31,44.08,0.126,  23.9
 11.40,44.07,0.111,  24.1
 11.47,44.06,0.150,  24.2
 11.58,44.05,0.092,  24.4
 11.63,44.04,0.206,  24.5
 11.73,44.03,0.095,  24.7
 11.77,44.02,0.263,  24.8
 11.87,44.01,0.098,  25.0
 11.94,44.00,0.139,  25.2
 12.02,43.99,0.124,  25.3
 12.10,43.98,0.124,  25.5
 12.19,43.97,0.113,  25.7
 12.30,43.96,0.094,  25.9
 12.39,43.95,0.113,  26.0
 12.48,43.94,0.113,  26.2
 12.52,43.93,0.253,  26.3
 12.62,43.92,0.101,  26.5
 12.70,43.91,0.113,  26.7
 12.82,43.90,0.085,  26.9
 12.92,43.89,0.100,  27.1
 12.95,43.88,0.323,  27.2
 13.10,43.87,0.067,  27.5
 13.16,43.86,0.175,  27.6
 13.26,43.85,0.101,  27.8
 13.37,43.84,0.092,  28.0
 13.44,43.83,0.130,  28.1
 13.54,43.82,0.107,  28.3
 13.61,43.81,0.129,  28.5
 13.80,43.80,0.053,  28.9
 13.87,43.79,0.142,  29.0
 13.96,43.78,0.112,  29.2
 14.05,43.77,0.114,  29.4
 14.12,43.76,0.148,  29.5
 14.19,43.75,0.141,  29.6
 14.32,43.74,0.073,  29.9
 14.46,43.73,0.072,  30.2
 14.57,43.72,0.091,  30.4
 14.68,43.71,0.095,  30.6
 14.77,43.70,0.103,  30.8
 14.87,43.69,0.102,  31.0
 14.97,43.68,0.104,  31.2
 15.02,43.67,0.211,  31.3
 15.20,43.66,0.053,  31.6
 15.31,43.65,0.093,  31.8
 15.41,43.64,0.103,  32.0
 15.54,43.63,0.073,  32.3
 15.68,43.62,0.074,  32.6
 15.75,43.61,0.141,  32.7
 15.90,43.60,0.066,  33.0
 15.99,43.59,0.114,  33.2
 16.11,43.58,0.083,  33.4
 16.25,43.57,0.071,  33.7
 16.38,43.56,0.078,  33.9
 16.57,43.55,0.053,  34.3
 16.65,43.54,0.115,  34.5
 16.79,43.53,0.073,  34.8
 16.90,43.52,0.092,  35.0
 17.06,43.51,0.061,  35.3
 17.16,43.50,0.103,  35.5
 17.26,43.49,0.101,  35.7
 17.48,43.48,0.046,  36.1
 17.58,43.47,0.100,  36.3
 17.73,43.46,0.064,  36.6
 17.88,43.45,0.067,  36.9
 18.02,43.44,0.069,  37.2
 18.16,43.43,0.073,  37.4
 18.28,43.42,0.084,  37.7
 18.46,43.41,0.056,  38.0
 18.56,43.40,0.103,  38.2
 18.76,43.39,0.048,  38.6
 18.89,43.38,0.078,  38.9
 19.09,43.37,0.051,  39.2
 19.21,43.36,0.084,  39.5
 19.39,43.35,0.054,  39.8
 19.53,43.34,0.071,  40.1
 19.67,43.33,0.073,  40.4
 19.85,43.32,0.057,  40.7
 19.91,43.31,0.145,  40.9
 20.14,43.30,0.045,  41.3
 20.34,43.29,0.048,  41.7
 20.55,43.28,0.049,  42.1
 20.71,43.27,0.063,  42.4
 20.86,43.26,0.063,  42.7
 21.10,43.25,0.043,  43.1
 21.20,43.24,0.103,  43.3
 21.41,43.23,0.046,  43.8
 21.56,43.22,0.069,  44.0
 21.80,43.21,0.041,  44.5
 22.02,43.20,0.046,  44.9
 22.25,43.19,0.044,  45.4
 22.44,43.18,0.051,  45.7
 22.65,43.17,0.049,  46.1
 22.84,43.16,0.051,  46.5
 23.01,43.15,0.059,  46.8
 23.29,43.14,0.036,  47.4
 23.44,43.13,0.068,  47.7
 23.66,43.12,0.044,  48.1
 23.88,43.11,0.047,  48.5
 24.19,43.10,0.032,  49.1
 24.34,43.09,0.065,  49.4
 24.50,43.08,0.063,  49.7
 24.83,43.07,0.031,  50.3
 24.93,43.06,0.102,  50.5
 25.28,43.05,0.029,  51.2
 25.50,43.04,0.045,  51.6
 25.84,43.03,0.029,  52.3
 26.08,43.02,0.043,  52.7
 26.33,43.01,0.039,  53.2
 26.62,43.00,0.035,  53.8
 26.85,42.99,0.043,  54.2
 27.10,42.98,0.039,  54.7
 27.32,42.97,0.046,  55.1
 27.65,42.96,0.030,  55.7
 27.89,42.95,0.042,  56.2
 28.24,42.94,0.029,  56.9
 28.51,42.93,0.037,  57.4
 28.84,42.92,0.030,  58.0
 29.12,42.91,0.036,  58.5
 29.34,42.90,0.045,  59.0
 29.73,42.89,0.026,  59.7
 30.05,42.88,0.031,  60.3
 30.41,42.87,0.028,  61.0
 30.69,42.86,0.035,  61.5
 31.10,42.85,0.025,  62.3
 31.32,42.84,0.045,  62.7
 31.84,42.83,0.019,  63.7
 32.12,42.82,0.036,  64.2
 32.42,42.81,0.033,  64.8
 32.83,42.80,0.025,  65.6
 33.14,42.79,0.032,  66.2
 33.60,42.78,0.022,  67.0
 33.87,42.77,0.037,  67.6
 34.28,42.76,0.025,  68.3
 34.53,42.75,0.039,  68.8
 34.89,42.74,0.028,  69.5
 35.31,42.73,0.024,  70.3
 35.67,42.72,0.028,  71.0
 36.05,42.71,0.026,  71.7
 36.31,42.70,0.038,  72.2
 36.76,42.69,0.022,  73.0
 37.10,42.68,0.030,  73.7
 37.61,42.67,0.020,  74.6
 37.85,42.66,0.041,  75.1
 38.27,42.65,0.024,  75.9
 38.73,42.64,0.022,  76.7
 39.05,42.63,0.031,  77.3
 39.61,42.62,0.018,  78.4
 39.87,42.61,0.038,  78.9
 40.36,42.60,0.021,  79.8
 40.74,42.59,0.026,  80.5
 41.13,42.58,0.026,  81.2
 41.47,42.57,0.029,  81.9
 41.60,42.56,0.073,  82.1
 42.17,42.55,0.018,  83.2
 42.56,42.54,0.026,  83.9
 42.95,42.53,0.025,  84.7
 43.23,42.52,0.035,  85.2
 43.74,42.51,0.020,  86.1
 44.06,42.50,0.032,  86.7
 44.34,42.49,0.035,  87.3
 44.83,42.48,0.020,  88.2
 45.12,42.47,0.034,  88.7
 45.56,42.46,0.023,  89.5
 45.86,42.45,0.033,  90.1
 46.31,42.44,0.022,  90.9
 46.63,42.43,0.031,  91.5
 47.11,42.42,0.021,  92.4
 47.31,42.41,0.048,  92.8
 47.64,42.40,0.030,  93.4
 48.12,42.39,0.021,  94.3
 48.41,42.38,0.035,  94.8
 48.83,42.37,0.024,  95.6
 49.04,42.36,0.048,  96.0
 49.42,42.35,0.026,  96.7
 49.70,42.34,0.036,  97.2
 50.05,42.33,0.028,  97.9
 50.41,42.32,0.028,  98.6
 50.73,42.31,0.032,  99.1
 51.18,42.30,0.022, 100.0
 51.51,42.29,0.031, 100.6
 51.87,42.28,0.028, 101.3
 52.22,42.27,0.028, 101.9
 52.49,42.26,0.037, 102.4
 52.74,42.25,0.041, 102.9
 53.16,42.24,0.024, 103.6
 53.50,42.23,0.029, 104.3
 53.72,42.22,0.045, 104.7
 54.07,42.21,0.029, 105.3
 54.38,42.20,0.032, 105.9
 54.79,42.19,0.024, 106.7
 54.99,42.18,0.051, 107.0
 55.38,42.17,0.025, 107.7
 55.72,42.16,0.030, 108.4
 56.06,42.15,0.029, 109.0
 56.29,42.14,0.043, 109.4
 56.57,42.13,0.036, 109.9
 56.94,42.12,0.027, 110.6
 57.12,42.11,0.054, 110.9
 57.47,42.10,0.029, 111.6
 57.73,42.09,0.038, 112.1
 58.03,42.08,0.034, 112.6
 58.23,42.07,0.051, 113.0
 58.68,42.06,0.022, 113.8
 58.82,42.05,0.069, 114.1
 59.08,42.04,0.038, 114.5
 59.47,42.03,0.026, 115.2
 59.69,42.02,0.046, 115.6
 60.10,42.01,0.024, 116.4
 60.21,42.00,0.085, 116.6
 60.60,41.99,0.026, 117.3
 60.77,41.98,0.057, 117.6
 61.05,41.97,0.036, 118.1
 61.37,41.96,0.031, 118.7
 61.53,41.95,0.064, 119.0
 61.85,41.94,0.030, 119.6
 62.03,41.93,0.056, 119.9
 62.33,41.92,0.033, 120.5
 62.49,41.91,0.063, 120.7
 62.81,41.90,0.031, 121.3
 63.01,41.89,0.050, 121.7
 63.19,41.88,0.057, 122.0
 63.57,41.87,0.026, 122.7
 63.82,41.86,0.040, 123.2
 64.05,41.85,0.043, 123.6
 64.27,41.84,0.045, 124.0
 64.57,41.83,0.034, 124.5
 64.76,41.82,0.053, 124.9
 65.05,41.81,0.034, 125.4
 65.22,41.80,0.059, 125.7
 65.46,41.79,0.042, 126.1
 65.65,41.78,0.053, 126.5
 65.86,41.77,0.048, 126.8
 66.15,41.76,0.034, 127.4
 66.32,41.75,0.058, 127.7
 66.67,41.74,0.029, 128.3
 66.85,41.73,0.054, 128.6
 67.11,41.72,0.039, 129.1
 67.30,41.71,0.052, 129.5
 67.43,41.70,0.080, 129.7
 67.68,41.69,0.040, 130.1
 67.91,41.68,0.044, 130.5
 68.07,41.67,0.061, 130.8
 68.27,41.66,0.049, 131.2
 68.60,41.65,0.031, 131.8
 68.76,41.64,0.062, 132.1
 68.95,41.63,0.052, 132.4
 69.17,41.62,0.046, 132.8
 69.35,41.61,0.056, 133.1
 69.56,41.60,0.047, 133.5
 69.76,41.59,0.051, 133.9
 69.97,41.58,0.049, 134.2
 70.18,41.57,0.046, 134.6
 70.44,41.56,0.039, 135.1
 70.54,41.55,0.102, 135.3
 70.72,41.54,0.054, 135.6
 71.04,41.53,0.032, 136.2
 71.21,41.52,0.059, 136.5
 71.43,41.51,0.046, 136.8
 71.57,41.50,0.072, 137.1
 71.79,41.49,0.046, 137.5
 71.97,41.48,0.056, 137.8
 72.25,41.47,0.035, 138.3
 72.43,41.46,0.056, 138.6
 72.58,41.45,0.068, 138.9
 72.82,41.44,0.040, 139.3
 72.89,41.43,0.144, 139.5
 73.15,41.42,0.040, 139.9
 73.31,41.41,0.060, 140.2
 73.54,41.40,0.045, 140.6
 73.69,41.39,0.066, 140.9
 73.97,41.38,0.036, 141.4
 74.06,41.37,0.112, 141.5
 74.18,41.36,0.079, 141.7
 74.47,41.35,0.035, 142.3
 74.60,41.34,0.081, 142.5
 74.80,41.33,0.049, 142.8
 74.98,41.32,0.057, 143.1
 75.21,41.31,0.044, 143.5
 75.38,41.30,0.056, 143.9
 75.48,41.29,0.100, 144.0
 75.73,41.28,0.040, 144.5
 75.85,41.27,0.086, 144.7
 76.07,41.26,0.045, 145.1
 76.19,41.25,0.079, 145.3
 76.42,41.24,0.044, 145.7
 76.57,41.23,0.069, 146.0
 76.77,41.22,0.050, 146.3
 76.93,41.21,0.061, 146.6
 77.04,41.20,0.092, 146.8
 77.19,41.19,0.067, 147.0
 77.32,41.18,0.075, 147.3
 77.56,41.17,0.042, 147.7
 77.65,41.16,0.113, 147.9
 77.87,41.15,0.046, 148.2
 78.01,41.14,0.068, 148.5
 78.14,41.13,0.076, 148.7
 78.33,41.12,0.053, 149.0
 78.38,41.11,0.197, 149.1
 78.60,41.10,0.046, 149.5
 78.72,41.09,0.084, 149.7
 78.90,41.08,0.057, 150.0
 79.00,41.07,0.093, 150.2
 79.19,41.06,0.054, 150.5
 79.31,41.05,0.085, 150.8
 79.45,41.04,0.072, 151.0
 79.59,41.03,0.071, 151.2
 79.66,41.02,0.143, 151.4
 79.78,41.01,0.085, 151.6
 79.90,41.00,0.084, 151.8
 80.08,40.99,0.053, 152.1
 80.16,40.98,0.129, 152.2
 80.28,40.97,0.083, 152.4
 80.38,40.96,0.100, 152.6
 80.53,40.95,0.064, 152.9
 80.62,40.94,0.112, 153.0
 80.70,40.93,0.128, 153.2
 80.79,40.92,0.111, 153.3
 80.90,40.91,0.095, 153.5
 81.03,40.90,0.073, 153.7
 81.10,40.89,0.146, 153.9
 81.21,40.88,0.094, 154.1
 81.29,40.87,0.121, 154.2
 81.35,40.86,0.172, 154.3
 81.48,40.85,0.076, 154.5
 81.52,40.84,0.247, 154.6
 81.64,40.83,0.084, 154.8
 81.70,40.82,0.165, 154.9
 81.76,40.81,0.163, 155.0
 81.82,40.80,0.174, 155.1
 81.90,40.79,0.128, 155.2
 81.97,40.78,0.142, 155.4
 82.01,40.77,0.253, 155.4
 82.07,40.76,0.172, 155.5
 82.11,40.75,0.202, 155.6
 82.16,40.74,0.204, 155.7
 82.20,40.73,0.250, 155.8
 82.24,40.72,0.250, 155.8
 82.28,40.71,0.253, 155.9
 82.32,40.70,0.257, 156.0
 82.36,40.69,0.247, 156.0
 82.38,40.68,0.507, 156.1
 82.41,40.67,0.341, 156.1
 82.45,40.66,0.253, 156.2
 82.49,40.65,0.260, 156.3
 82.50,40.64,1.026, 156.3
 82.54,40.63,0.252, 156.3
 82.57,40.62,0.335, 156.4
 82.58,40.61,0.936, 156.4
 82.60,40.60,0.502, 156.4
 82.62,40.59,0.505, 156.5
 82.64,40.58,0.501, 156.5
 82.67,40.57,0.335, 156.6
 82.69,40.56,0.493, 156.6
 82.71,40.55,0.536, 156.6
 82.74,40.54,0.337, 156.7
 82.76,40.53,0.531, 156.7
 82.77,40.52,0.957, 156.7
 82.79,40.51,0.530, 156.8
 82.81,40.50,0.521, 156.8
 82.82,40.49,0.521, 156.8
 82.84,40.48,0.504, 156.9
 82.86,40.47,0.508, 156.9
 82.88,40.46,0.505, 156.9
 82.89,40.45,1.001, 156.9
 82.91,40.44,0.507, 157.0
 82.92,40.43,0.987, 157.0
 82.93,40.42,0.973, 157.0
 82.95,40.41,0.503, 157.0
 82.96,40.40,1.019, 157.1
 82.98,40.39,0.506, 157.1
 82.99,40.38,0.990, 157.1
 83.00,40.37,1.041, 157.1
 83.02,40.35,1.012, 157.2
 83.03,40.34,1.027, 157.2
 83.04,40.33,1.062, 157.2
 83.05,40.32,1.041, 157.2
 83.06,40.31,0.987, 157.2
 83.08,40.29,1.026, 157.3
 83.09,40.28,1.075, 157.3
 83.10,40.27,0.893, 157.3
 83.11,40.24,2.918, 157.3
 83.12,40.22,2.045, 157.3
 83.13,40.21,1.079, 157.3
 83.14,40.18,2.812, 157.4
 83.15,40.15,3.081, 157.4
discharge rate reached: 157.4 watt hours consumed
