"time (m)","v","wh"
145.24,35.79, 263.3
145.26,35.78, 263.3
145.27,35.77, 263.3
145.28,35.76, 263.3
145.29,35.75, 263.3
145.30,35.74, 263.3
145.31,35.73, 263.4
145.33,35.72, 263.4
145.34,35.71, 263.4
145.35,35.70, 263.4
145.37,35.69, 263.4
145.38,35.68, 263.5
145.38,35.67, 263.5
145.39,35.66, 263.5
145.41,35.65, 263.5
145.42,35.64, 263.5
145.43,35.63, 263.5
145.44,35.62, 263.5
145.45,35.61, 263.6
145.46,35.60, 263.6
145.47,35.59, 263.6
145.49,35.58, 263.6
145.50,35.57, 263.6
145.52,35.55, 263.6
145.53,35.54, 263.7
145.55,35.53, 263.7
145.56,35.52, 263.7
145.57,35.51, 263.7
145.58,35.50, 263.7
145.59,35.49, 263.7
145.60,35.47, 263.7
145.62,35.45, 263.8
145.63,35.44, 263.8
145.64,35.43, 263.8
145.65,35.42, 263.8
145.66,35.41, 263.8
145.67,35.40, 263.8
145.68,35.38, 263.8
145.69,35.37, 263.9
145.70,35.36, 263.9
145.71,35.35, 263.9
145.72,35.33, 263.9
145.73,35.32, 263.9
145.74,35.30, 263.9
145.75,35.29, 263.9
145.76,35.28, 264.0
145.77,35.26, 264.0
145.79,35.24, 264.0
145.80,35.22, 264.0
145.81,35.20, 264.0
145.82,35.19, 264.0
145.83,35.18, 264.0
145.84,35.17, 264.1
145.85,35.15, 264.1
145.86,35.13, 264.1
145.87,35.11, 264.1
145.88,35.10, 264.1
145.89,35.09, 264.1
145.90,35.08, 264.1
145.91,35.06, 264.1
145.91,35.04, 264.2
145.92,35.03, 264.2
145.93,35.01, 264.2
145.94,34.99, 264.2
discharge reached: 264.2 watt hours consumed
