"time (m)","v","wh"
188.67,35.97, 335.3
188.73,35.96, 335.4
188.78,35.95, 335.5
188.86,35.94, 335.6
188.92,35.93, 335.7
189.02,35.92, 335.8
189.08,35.91, 335.9
189.14,35.90, 336.0
189.22,35.89, 336.1
189.28,35.88, 336.2
189.36,35.87, 336.3
189.42,35.86, 336.3
189.52,35.85, 336.5
189.57,35.84, 336.5
189.66,35.83, 336.7
189.72,35.82, 336.7
189.78,35.81, 336.8
189.85,35.80, 336.9
189.91,35.79, 337.0
189.99,35.78, 337.1
190.04,35.77, 337.2
190.14,35.76, 337.3
190.19,35.75, 337.4
190.23,35.74, 337.4
190.34,35.73, 337.6
190.38,35.72, 337.6
190.47,35.71, 337.7
190.50,35.70, 337.8
190.58,35.69, 337.9
190.65,35.68, 338.0
190.71,35.67, 338.0
190.78,35.66, 338.1
190.83,35.65, 338.2
190.91,35.64, 338.3
190.97,35.63, 338.4
191.04,35.62, 338.5
191.09,35.61, 338.5
191.18,35.60, 338.7
191.23,35.59, 338.7
191.31,35.58, 338.8
191.35,35.57, 338.9
191.41,35.56, 339.0
191.49,35.55, 339.1
191.53,35.54, 339.1
191.62,35.53, 339.2
191.67,35.52, 339.3
191.75,35.51, 339.4
191.80,35.50, 339.5
191.88,35.49, 339.6
191.94,35.48, 339.7
191.96,35.47, 339.7
192.03,35.46, 339.8
192.11,35.45, 339.9
192.20,35.44, 340.0
192.22,35.43, 340.0
192.30,35.42, 340.1
192.36,35.41, 340.2
192.40,35.40, 340.3
192.49,35.39, 340.4
192.54,35.38, 340.4
192.60,35.37, 340.5
192.65,35.36, 340.6
192.73,35.35, 340.7
192.78,35.34, 340.8
192.86,35.33, 340.9
192.89,35.32, 340.9
192.92,35.31, 340.9
193.01,35.30, 341.0
193.07,35.29, 341.1
193.10,35.28, 341.2
193.17,35.27, 341.3
193.24,35.26, 341.3
193.28,35.25, 341.4
193.34,35.24, 341.5
193.41,35.23, 341.6
193.47,35.22, 341.6
193.53,35.21, 341.7
193.56,35.20, 341.7
193.65,35.19, 341.9
193.69,35.18, 341.9
193.74,35.17, 342.0
193.80,35.16, 342.1
193.85,35.15, 342.1
193.90,35.14, 342.2
193.96,35.13, 342.3
194.00,35.12, 342.3
194.07,35.11, 342.4
194.12,35.10, 342.5
194.17,35.09, 342.5
194.24,35.08, 342.6
194.28,35.07, 342.7
194.32,35.06, 342.7
194.38,35.05, 342.8
194.41,35.04, 342.8
194.48,35.03, 342.9
194.52,35.02, 343.0
194.58,35.01, 343.0
194.62,35.00, 343.1
194.70,34.99, 343.2
discharge reached: 343.2 watt hours consumed
