"time (m)","v","wh"
184.60,35.70, 297.7
184.66,35.69, 297.8
184.81,35.68, 298.0
184.93,35.67, 298.2
185.01,35.66, 298.3
185.08,35.65, 298.4
185.24,35.64, 298.6
185.31,35.63, 298.7
185.43,35.62, 298.8
185.57,35.61, 299.0
185.67,35.60, 299.1
185.80,35.59, 299.3
185.89,35.58, 299.4
185.97,35.57, 299.5
186.08,35.56, 299.7
186.22,35.55, 299.9
186.29,35.54, 299.9
186.40,35.53, 300.1
186.49,35.52, 300.2
186.64,35.51, 300.4
186.71,35.50, 300.5
186.86,35.49, 300.7
186.94,35.48, 300.8
187.06,35.47, 300.9
187.17,35.46, 301.1
187.23,35.45, 301.2
187.39,35.44, 301.4
187.44,35.43, 301.4
187.58,35.42, 301.6
187.67,35.41, 301.7
187.77,35.40, 301.9
187.86,35.39, 302.0
187.98,35.38, 302.1
188.11,35.37, 302.3
188.20,35.36, 302.4
188.34,35.35, 302.6
188.39,35.34, 302.7
188.53,35.33, 302.9
188.59,35.32, 302.9
188.72,35.31, 303.1
188.86,35.30, 303.3
188.92,35.29, 303.4
189.05,35.28, 303.5
189.11,35.27, 303.6
189.27,35.26, 303.8
189.34,35.25, 303.9
189.47,35.24, 304.1
189.55,35.23, 304.2
189.63,35.22, 304.3
189.76,35.21, 304.4
189.84,35.20, 304.5
189.95,35.19, 304.7
190.01,35.18, 304.8
190.14,35.17, 304.9
190.22,35.16, 305.0
190.36,35.15, 305.2
190.43,35.14, 305.3
190.51,35.13, 305.4
190.64,35.12, 305.6
190.72,35.11, 305.7
190.88,35.10, 305.9
190.92,35.09, 305.9
191.07,35.08, 306.1
191.14,35.07, 306.2
191.25,35.06, 306.3
191.39,35.05, 306.5
191.43,35.04, 306.6
191.53,35.03, 306.7
191.63,35.02, 306.8
191.77,35.01, 307.0
191.84,35.00, 307.1
191.97,34.99, 307.3
discharge reached: 307.3 watt hours consumed
