"time (m)","v","wh"
    0.0,49.33
0.01,48.48,   0.0
0.02,48.44,   0.0
0.03,48.42,   0.1
0.04,48.41,   0.1
0.05,48.39,   0.1
0.07,48.37,   0.2
0.09,48.35,   0.2
0.11,48.34,   0.3
0.12,48.33,   0.3
0.13,48.32,   0.3
0.14,48.31,   0.3
0.16,48.30,   0.4
0.17,48.29,   0.4
0.18,48.28,   0.4
0.20,48.27,   0.5
0.21,48.26,   0.5
0.23,48.25,   0.5
0.24,48.24,   0.6
0.25,48.23,   0.6
0.27,48.22,   0.6
0.28,48.21,   0.7
0.30,48.20,   0.7
0.31,48.19,   0.7
0.33,48.18,   0.8
0.35,48.17,   0.8
0.37,48.16,   0.9
0.39,48.15,   0.9
0.41,48.14,   1.0
0.43,48.13,   1.0
0.45,48.12,   1.1
0.46,48.11,   1.1
0.48,48.10,   1.2
0.49,48.09,   1.2
0.52,48.08,   1.3
0.53,48.07,   1.3
0.55,48.06,   1.3
0.58,48.05,   1.4
0.59,48.04,   1.4
0.62,48.03,   1.5
0.63,48.02,   1.5
0.66,48.01,   1.6
0.67,48.00,   1.6
0.70,47.99,   1.7
0.72,47.98,   1.7
0.74,47.97,   1.8
0.77,47.96,   1.8
0.78,47.95,   1.9
0.80,47.94,   1.9
0.82,47.93,   2.0
0.84,47.92,   2.0
0.87,47.91,   2.1
0.90,47.90,   2.2
0.92,47.89,   2.2
0.95,47.88,   2.3
0.97,47.87,   2.3
0.99,47.86,   2.4
1.01,47.85,   2.4
1.02,47.84,   2.5
1.06,47.83,   2.5
1.07,47.82,   2.6
1.10,47.81,   2.6
1.12,47.80,   2.7
1.15,47.79,   2.8
1.17,47.78,   2.8
1.18,47.77,   2.8
1.22,47.76,   2.9
1.24,47.75,   3.0
1.29,47.74,   3.1
1.31,47.73,   3.1
1.32,47.72,   3.2
1.36,47.71,   3.2
1.39,47.70,   3.3
1.42,47.69,   3.4
1.43,47.68,   3.4
1.45,47.67,   3.5
1.50,47.66,   3.6
1.51,47.65,   3.6
1.55,47.64,   3.7
1.58,47.63,   3.8
1.60,47.62,   3.8
1.63,47.61,   3.9
1.66,47.60,   3.9
1.68,47.59,   4.0
1.73,47.58,   4.1
1.74,47.57,   4.1
1.78,47.56,   4.2
1.79,47.55,   4.3
1.83,47.54,   4.3
1.85,47.53,   4.4
1.87,47.52,   4.4
1.91,47.51,   4.5
1.94,47.50,   4.6
1.97,47.49,   4.7
2.00,47.48,   4.8
2.03,47.47,   4.8
2.04,47.46,   4.8
2.09,47.45,   5.0
2.11,47.44,   5.0
2.13,47.43,   5.1
2.16,47.42,   5.1
2.19,47.41,   5.2
2.23,47.40,   5.3
2.26,47.39,   5.4
2.28,47.38,   5.4
2.31,47.37,   5.5
2.35,47.36,   5.6
2.39,47.35,   5.7
2.41,47.34,   5.7
2.44,47.33,   5.8
2.48,47.32,   5.9
2.50,47.31,   5.9
2.54,47.30,   6.0
2.58,47.29,   6.1
2.60,47.28,   6.1
2.64,47.27,   6.2
2.67,47.26,   6.3
2.68,47.25,   6.3
2.73,47.24,   6.4
2.76,47.23,   6.5
2.81,47.22,   6.6
2.82,47.21,   6.6
2.88,47.20,   6.8
2.90,47.19,   6.8
2.95,47.18,   6.9
2.97,47.17,   7.0
2.99,47.16,   7.0
3.04,47.15,   7.2
3.06,47.14,   7.2
3.09,47.13,   7.3
3.13,47.12,   7.4
3.16,47.11,   7.4
3.19,47.10,   7.5
3.21,47.09,   7.5
3.25,47.08,   7.6
3.28,47.07,   7.7
3.33,47.06,   7.8
3.36,47.05,   7.9
3.40,47.04,   8.0
3.42,47.03,   8.0
3.47,47.02,   8.1
3.49,47.01,   8.2
3.52,47.00,   8.3
3.56,46.99,   8.3
3.60,46.98,   8.4
3.62,46.97,   8.5
3.67,46.96,   8.6
3.70,46.95,   8.7
3.73,46.94,   8.7
3.78,46.93,   8.8
3.81,46.92,   8.9
3.84,46.91,   9.0
3.87,46.90,   9.1
3.91,46.89,   9.2
3.94,46.88,   9.2
3.97,46.87,   9.3
4.00,46.86,   9.4
4.04,46.85,   9.4
4.08,46.84,   9.5
4.11,46.83,   9.6
4.16,46.82,   9.7
4.19,46.81,   9.8
4.22,46.80,   9.8
4.27,46.79,  10.0
4.30,46.78,  10.0
4.33,46.77,  10.1
4.35,46.76,  10.2
4.39,46.75,  10.2
4.44,46.74,  10.3
4.48,46.73,  10.4
4.51,46.72,  10.5
4.55,46.71,  10.6
4.57,46.70,  10.6
4.61,46.69,  10.7
4.67,46.68,  10.9
4.70,46.67,  10.9
4.74,46.66,  11.0
4.77,46.65,  11.1
4.79,46.64,  11.1
4.83,46.63,  11.2
4.87,46.62,  11.3
4.91,46.61,  11.4
4.95,46.60,  11.5
5.00,46.59,  11.6
5.02,46.58,  11.7
5.04,46.57,  11.7
5.09,46.56,  11.8
5.13,46.55,  11.9
5.17,46.54,  12.0
5.20,46.53,  12.1
5.25,46.52,  12.2
5.28,46.51,  12.2
5.33,46.50,  12.3
5.35,46.49,  12.4
5.39,46.48,  12.5
5.43,46.47,  12.6
5.46,46.46,  12.6
5.51,46.45,  12.7
5.54,46.44,  12.8
5.58,46.43,  12.9
5.61,46.42,  13.0
5.64,46.41,  13.0
5.69,46.40,  13.2
5.72,46.39,  13.2
5.76,46.38,  13.3
5.80,46.37,  13.4
5.84,46.36,  13.5
5.87,46.35,  13.6
5.92,46.34,  13.7
5.96,46.33,  13.7
5.99,46.32,  13.8
6.03,46.31,  13.9
6.05,46.30,  14.0
6.10,46.29,  14.1
6.15,46.28,  14.2
6.19,46.27,  14.3
6.22,46.26,  14.3
6.25,46.25,  14.4
6.30,46.24,  14.5
6.31,46.23,  14.5
6.37,46.22,  14.7
6.40,46.21,  14.7
6.45,46.20,  14.8
6.47,46.19,  14.9
6.52,46.18,  15.0
6.55,46.17,  15.1
6.59,46.16,  15.1
6.64,46.15,  15.3
6.68,46.14,  15.3
6.70,46.13,  15.4
6.73,46.12,  15.5
6.80,46.11,  15.6
6.83,46.10,  15.7
6.86,46.09,  15.7
6.90,46.08,  15.8
6.95,46.07,  15.9
6.98,46.06,  16.0
7.00,46.05,  16.1
7.06,46.04,  16.2
7.10,46.03,  16.3
7.14,46.02,  16.4
7.18,46.01,  16.4
7.22,46.00,  16.5
7.26,45.99,  16.6
7.28,45.98,  16.7
7.32,45.97,  16.8
7.37,45.96,  16.9
7.40,45.95,  16.9
7.45,45.94,  17.0
7.51,45.93,  17.2
7.53,45.92,  17.2
7.57,45.91,  17.3
7.62,45.90,  17.4
7.65,45.89,  17.5
7.67,45.88,  17.5
7.71,45.87,  17.6
