"time (m)","v","wh"
134.61,36.94, 242.2
134.62,36.93, 242.2
134.63,36.92, 242.2
134.64,36.91, 242.2
134.65,36.90, 242.2
134.66,36.89, 242.3
134.67,36.88, 242.3
134.68,36.87, 242.3
134.69,36.86, 242.3
134.70,36.85, 242.3
134.71,36.84, 242.3
134.71,36.83, 242.3
134.72,36.82, 242.4
134.73,36.81, 242.4
134.75,36.80, 242.4
134.76,36.79, 242.4
134.77,36.78, 242.4
134.78,36.77, 242.4
134.79,36.76, 242.4
134.80,36.75, 242.5
134.81,36.74, 242.5
134.82,36.73, 242.5
134.83,36.72, 242.5
134.84,36.71, 242.5
134.85,36.70, 242.5
134.86,36.69, 242.5
134.87,36.68, 242.6
134.88,36.67, 242.6
134.89,36.66, 242.6
134.91,36.64, 242.6
134.92,36.63, 242.6
134.94,36.61, 242.7
134.95,36.60, 242.7
134.96,36.59, 242.7
134.97,36.58, 242.7
134.98,36.57, 242.7
134.99,36.56, 242.7
135.00,36.55, 242.7
135.01,36.54, 242.7
135.02,36.53, 242.8
135.03,36.51, 242.8
135.05,36.50, 242.8
135.06,36.49, 242.8
135.07,36.48, 242.8
135.08,36.47, 242.8
135.09,36.46, 242.9
135.10,36.45, 242.9
135.11,36.44, 242.9
135.12,36.43, 242.9
135.13,36.42, 242.9
135.14,36.41, 242.9
135.15,36.40, 242.9
135.16,36.38, 243.0
135.18,36.36, 243.0
135.19,36.35, 243.0
135.20,36.34, 243.0
135.21,36.33, 243.0
135.22,36.32, 243.0
135.23,36.30, 243.1
135.24,36.29, 243.1
135.26,36.28, 243.1
135.27,36.27, 243.1
135.28,36.25, 243.1
135.29,36.24, 243.1
135.30,36.23, 243.1
135.31,36.22, 243.2
135.32,36.21, 243.2
135.33,36.20, 243.2
135.34,36.19, 243.2
135.35,36.18, 243.2
135.36,36.17, 243.2
135.37,36.16, 243.2
135.38,36.15, 243.3
135.39,36.13, 243.3
135.41,36.11, 243.3
135.42,36.10, 243.3
135.43,36.09, 243.3
135.44,36.08, 243.3
135.45,36.07, 243.3
135.46,36.06, 243.4
135.47,36.04, 243.4
135.49,36.02, 243.4
135.50,36.01, 243.4
135.51,36.00, 243.4
135.52,35.99, 243.4
135.53,35.97, 243.5
135.55,35.96, 243.5
135.56,35.94, 243.5
135.58,35.92, 243.5
135.59,35.90, 243.5
135.60,35.89, 243.6
135.61,35.87, 243.6
135.63,35.85, 243.6
135.64,35.84, 243.6
135.65,35.83, 243.6
135.66,35.82, 243.6
135.67,35.81, 243.6
135.69,35.79, 243.7
135.70,35.78, 243.7
135.70,35.77, 243.7
135.72,35.76, 243.7
135.73,35.74, 243.7
135.75,35.73, 243.7
135.76,35.71, 243.8
135.76,35.70, 243.8
135.77,35.69, 243.8
135.78,35.68, 243.8
135.79,35.67, 243.8
135.80,35.65, 243.8
135.82,35.64, 243.8
135.83,35.63, 243.9
135.84,35.61, 243.9
135.85,35.60, 243.9
135.87,35.59, 243.9
135.88,35.57, 243.9
135.89,35.56, 243.9
135.90,35.55, 243.9
135.92,35.53, 244.0
135.93,35.52, 244.0
135.95,35.50, 244.0
135.97,35.48, 244.0
135.98,35.47, 244.0
135.99,35.46, 244.1
136.00,35.45, 244.1
136.01,35.44, 244.1
136.02,35.43, 244.1
136.03,35.42, 244.1
136.04,35.41, 244.1
136.05,35.39, 244.1
136.06,35.38, 244.1
136.07,35.37, 244.2
136.08,35.36, 244.2
136.09,35.35, 244.2
136.10,35.34, 244.2
136.11,35.33, 244.2
136.12,35.31, 244.2
136.13,35.30, 244.2
136.14,35.29, 244.3
136.16,35.27, 244.3
136.17,35.26, 244.3
136.19,35.24, 244.3
136.20,35.23, 244.3
136.21,35.22, 244.4
136.22,35.21, 244.4
136.23,35.20, 244.4
136.24,35.19, 244.4
136.25,35.18, 244.4
136.26,35.17, 244.4
136.27,35.16, 244.4
136.28,35.15, 244.4
136.29,35.14, 244.4
136.30,35.13, 244.5
136.31,35.12, 244.5
136.32,35.11, 244.5
136.33,35.10, 244.5
136.34,35.09, 244.5
136.35,35.08, 244.5
136.36,35.07, 244.5
136.37,35.06, 244.6
136.38,35.05, 244.6
136.39,35.04, 244.6
136.40,35.03, 244.6
136.41,35.02, 244.6
136.42,35.01, 244.6
136.43,35.00, 244.6
136.44,34.99, 244.6
discharge reached: 244.6 watt hours consumed
