"time (m)","v","V/min","wh"
115.28,35.10,1.025, 190.0
115.29,35.09,1.028, 190.0
115.30,35.08,1.016, 190.0
115.32,35.06,0.987, 190.0
115.33,35.05,1.047, 190.0
115.35,35.04,0.540, 190.1
115.35,35.03,1.097, 190.1
115.36,35.02,1.150, 190.1
115.37,35.01,0.988, 190.1
115.39,35.00,0.507, 190.1
115.41,34.99,0.507, 190.2
discharge reached: 190.2 watt hours consumed
