"time (m)","v","V/min","wh"
 37.33,42.69,0.024,  73.8
 37.82,42.68,0.020,  74.8
 38.28,42.67,0.022,  75.6
 38.55,42.66,0.037,  76.1
 38.95,42.65,0.025,  76.9
 39.57,42.64,0.016,  78.1
 39.92,42.63,0.029,  78.7
 40.35,42.62,0.023,  79.5
 40.74,42.61,0.026,  80.3
 41.56,42.60,0.012,  81.8
 41.77,42.59,0.048,  82.2
 42.51,42.58,0.013,  83.6
 42.83,42.57,0.031,  84.2
 42.95,42.56,0.086,  84.4
 43.77,42.55,0.012,  85.9
 44.13,42.54,0.028,  86.6
 44.85,42.53,0.014,  88.0
 45.29,42.52,0.022,  88.8
 45.88,42.51,0.017,  89.9
 46.29,42.50,0.024,  90.7
 47.02,42.49,0.014,  92.0
 47.30,42.48,0.035,  92.5
 47.70,42.47,0.025,  93.3
 48.36,42.46,0.015,  94.5
 48.86,42.45,0.020,  95.5
 49.35,42.44,0.020,  96.4
 49.82,42.43,0.021,  97.2
 50.51,42.42,0.014,  98.5
 50.98,42.41,0.021,  99.4
 51.31,42.40,0.030, 100.0
 52.04,42.39,0.014, 101.4
 52.43,42.38,0.026, 102.1
 52.87,42.37,0.023, 102.9
 53.25,42.36,0.026, 103.6
 54.03,42.35,0.013, 105.1
 54.36,42.34,0.031, 105.7
 54.75,42.33,0.025, 106.4
 55.21,42.32,0.022, 107.3
 55.61,42.31,0.025, 108.0
 56.23,42.30,0.016, 109.2
 56.53,42.29,0.033, 109.7
 57.07,42.28,0.019, 110.7
 57.67,42.27,0.017, 111.8
 58.15,42.26,0.021, 112.7
 58.49,42.25,0.030, 113.3
 59.01,42.24,0.019, 114.3
 59.42,42.23,0.024, 115.1
 59.79,42.22,0.027, 115.7
 60.40,42.21,0.017, 116.9
 60.66,42.20,0.038, 117.3
 61.27,42.19,0.016, 118.5
 61.51,42.18,0.042, 118.9
 62.10,42.17,0.017, 120.0
 62.48,42.16,0.026, 120.7
 63.01,42.15,0.019, 121.7
 63.45,42.14,0.023, 122.5
 63.73,42.13,0.035, 123.0
 64.13,42.12,0.025, 123.7
 64.49,42.11,0.027, 124.4
 64.94,42.10,0.022, 125.2
 65.37,42.09,0.023, 126.0
 65.83,42.08,0.022, 126.8
 66.04,42.07,0.046, 127.2
 66.48,42.06,0.023, 128.0
 66.85,42.05,0.027, 128.7
 67.13,42.04,0.036, 129.2
 67.63,42.03,0.020, 130.1
 68.02,42.02,0.026, 130.8
 68.53,42.01,0.020, 131.8
 68.77,42.00,0.041, 132.2
 69.22,41.99,0.022, 133.0
 69.56,41.98,0.030, 133.7
 69.86,41.97,0.033, 134.2
 70.23,41.96,0.027, 134.9
 70.44,41.95,0.048, 135.3
 70.90,41.94,0.022, 136.1
 71.23,41.93,0.030, 136.7
 71.61,41.92,0.026, 137.4
 71.89,41.91,0.036, 137.9
 72.33,41.90,0.022, 138.7
 72.62,41.89,0.035, 139.2
 72.90,41.88,0.036, 139.7
 73.44,41.87,0.018, 140.7
 73.62,41.86,0.056, 141.0
 73.93,41.85,0.032, 141.6
 74.31,41.84,0.026, 142.3
 74.57,41.83,0.037, 142.8
 75.01,41.82,0.023, 143.6
 75.42,41.81,0.024, 144.3
 75.71,41.80,0.034, 144.8
 75.99,41.79,0.036, 145.3
 76.34,41.78,0.029, 146.0
 76.52,41.77,0.057, 146.3
 76.89,41.76,0.027, 147.0
 77.24,41.75,0.029, 147.6
 77.48,41.74,0.041, 148.0
 77.66,41.73,0.054, 148.4
 78.12,41.72,0.022, 149.2
 78.39,41.71,0.036, 149.7
 78.59,41.70,0.050, 150.0
 78.99,41.69,0.025, 150.7
 79.16,41.68,0.057, 151.1
 79.56,41.67,0.025, 151.8
 79.81,41.66,0.040, 152.2
 80.20,41.65,0.026, 152.9
 80.46,41.64,0.039, 153.4
 80.53,41.63,0.142, 153.5
 80.97,41.62,0.023, 154.3
 81.22,41.61,0.041, 154.7
 81.46,41.60,0.040, 155.2
 81.67,41.59,0.049, 155.6
 82.04,41.58,0.027, 156.2
 82.25,41.57,0.048, 156.6
 82.51,41.56,0.037, 157.1
 82.75,41.55,0.043, 157.5
 82.97,41.54,0.045, 157.9
 83.30,41.53,0.030, 158.5
 83.54,41.52,0.041, 158.9
 83.78,41.51,0.042, 159.3
 84.03,41.50,0.040, 159.8
 84.36,41.49,0.031, 160.4
 84.57,41.48,0.046, 160.7
 84.84,41.47,0.037, 161.2
 85.04,41.46,0.051, 161.6
 85.25,41.45,0.047, 161.9
 85.55,41.44,0.033, 162.5
 85.77,41.43,0.044, 162.9
 86.00,41.42,0.043, 163.3
 86.19,41.41,0.054, 163.6
 86.52,41.40,0.030, 164.2
 86.74,41.39,0.047, 164.6
 86.94,41.38,0.050, 164.9
 87.15,41.37,0.046, 165.3
 87.36,41.36,0.048, 165.7
 87.63,41.35,0.037, 166.2
 87.79,41.34,0.064, 166.4
 88.09,41.33,0.033, 167.0
 88.29,41.32,0.049, 167.3
 88.58,41.31,0.035, 167.8
 88.71,41.30,0.077, 168.1
 88.93,41.29,0.045, 168.5
 89.16,41.28,0.044, 168.9
 89.32,41.27,0.060, 169.2
 89.64,41.26,0.032, 169.7
 89.77,41.25,0.077, 169.9
 90.00,41.24,0.042, 170.4
 90.18,41.23,0.056, 170.7
 90.47,41.22,0.034, 171.2
 90.61,41.21,0.073, 171.4
 90.78,41.20,0.059, 171.7
 91.05,41.19,0.038, 172.2
 91.18,41.18,0.072, 172.4
 91.45,41.17,0.038, 172.9
 91.61,41.16,0.063, 173.2
 91.87,41.15,0.038, 173.6
 92.01,41.14,0.072, 173.9
 92.20,41.13,0.052, 174.2
 92.40,41.12,0.051, 174.6
 92.61,41.11,0.048, 174.9
 92.79,41.10,0.055, 175.2
 92.91,41.09,0.085, 175.4
 93.17,41.08,0.039, 175.9
 93.34,41.07,0.056, 176.2
 93.65,41.06,0.033, 176.7
 93.72,41.05,0.143, 176.9
 94.00,41.04,0.035, 177.4
 94.19,41.03,0.054, 177.7
 94.32,41.02,0.074, 177.9
 94.52,41.01,0.051, 178.3
 94.72,41.00,0.050, 178.6
 94.89,40.99,0.056, 178.9
 95.07,40.98,0.057, 179.2
 95.31,40.97,0.042, 179.6
 95.46,40.96,0.064, 179.9
 95.63,40.95,0.061, 180.2
 95.80,40.94,0.057, 180.5
 95.92,40.93,0.083, 180.7
 96.19,40.92,0.038, 181.2
 96.33,40.91,0.071, 181.4
 96.52,40.90,0.052, 181.7
 96.65,40.89,0.079, 181.9
 96.93,40.88,0.035, 182.4
 97.07,40.87,0.073, 182.7
 97.15,40.86,0.122, 182.8
 97.37,40.85,0.046, 183.2
 97.53,40.84,0.062, 183.5
 97.81,40.83,0.035, 184.0
 97.91,40.82,0.101, 184.1
 98.08,40.81,0.059, 184.4
 98.26,40.80,0.055, 184.7
 98.38,40.79,0.086, 184.9
 98.56,40.78,0.056, 185.2
 98.70,40.77,0.072, 185.5
 98.88,40.76,0.054, 185.8
 98.99,40.75,0.094, 186.0
 99.28,40.74,0.035, 186.5
 99.41,40.73,0.077, 186.7
 99.60,40.72,0.051, 187.0
 99.72,40.71,0.086, 187.2
 99.94,40.70,0.046, 187.6
100.09,40.69,0.064, 187.9
100.17,40.68,0.126, 188.0
100.35,40.67,0.057, 188.3
100.51,40.66,0.061, 188.6
100.71,40.65,0.051, 188.9
100.88,40.64,0.059, 189.2
101.06,40.63,0.055, 189.5
101.17,40.62,0.092, 189.7
101.34,40.61,0.059, 190.0
101.45,40.60,0.086, 190.2
101.59,40.59,0.073, 190.4
101.80,40.58,0.048, 190.8
101.90,40.57,0.093, 191.0
102.11,40.56,0.049, 191.3
102.21,40.55,0.101, 191.5
102.38,40.54,0.057, 191.8
102.50,40.53,0.086, 192.0
102.67,40.52,0.060, 192.3
102.80,40.51,0.077, 192.5
102.99,40.50,0.052, 192.8
103.20,40.49,0.047, 193.2
103.26,40.48,0.167, 193.3
103.53,40.47,0.038, 193.7
103.61,40.46,0.126, 193.9
103.78,40.45,0.056, 194.2
103.88,40.44,0.101, 194.3
104.03,40.43,0.070, 194.6
104.18,40.42,0.064, 194.8
104.31,40.41,0.077, 195.1
104.43,40.40,0.086, 195.3
104.60,40.39,0.060, 195.5
104.77,40.38,0.057, 195.8
104.90,40.37,0.075, 196.1
105.06,40.36,0.065, 196.3
105.16,40.35,0.102, 196.5
105.31,40.34,0.066, 196.7
105.46,40.33,0.066, 197.0
105.61,40.32,0.067, 197.2
105.76,40.31,0.064, 197.5
105.87,40.30,0.094, 197.7
106.04,40.29,0.060, 198.0
106.17,40.28,0.078, 198.2
106.33,40.27,0.060, 198.5
106.44,40.26,0.093, 198.6
106.55,40.25,0.092, 198.8
106.72,40.24,0.057, 199.1
106.87,40.23,0.068, 199.4
107.02,40.22,0.067, 199.6
107.12,40.21,0.101, 199.8
107.29,40.20,0.057, 200.1
107.41,40.19,0.083, 200.3
107.52,40.18,0.092, 200.5
107.75,40.17,0.044, 200.8
107.82,40.16,0.145, 201.0
107.94,40.15,0.083, 201.2
108.10,40.14,0.063, 201.4
108.23,40.13,0.073, 201.6
108.33,40.12,0.101, 201.8
108.53,40.11,0.051, 202.1
108.60,40.10,0.143, 202.3
108.70,40.09,0.095, 202.4
108.87,40.08,0.060, 202.7
109.00,40.07,0.074, 202.9
109.14,40.06,0.074, 203.2
109.25,40.05,0.087, 203.3
109.42,40.04,0.060, 203.6
109.54,40.03,0.086, 203.8
109.70,40.02,0.064, 204.1
109.79,40.01,0.105, 204.2
109.90,40.00,0.091, 204.4
110.05,39.99,0.068, 204.7
discharge reached: 204.7 watt hours consumed
